work_order_number,job_date,status,priority,job_type,scope_of_work,labor_hours,estimated_cost,actual_cost,technician_name,client_name,service_address,business_name,trade,plan_name,invoice_status,total_due,total_paid_to_date,customer_rating
WO-2026-03896,2026-03-06,completed,scheduled_maintenance,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.46,1009.96,1044.12,Marcus Brooks,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1132.87,1132.87,3
WO-2026-03897,2026-08-30,scheduled,scheduled_maintenance,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.95,1017.37,0,Ravi Sato,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03898,2026-08-10,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.33,566.67,513.14,James Patel,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,556.76,556.76,4
WO-2026-03899,2026-04-20,completed,scheduled_maintenance,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.68,234.32,222.88,James Patel,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,241.82,241.82,0
WO-2026-03900,2026-04-24,completed,scheduled_maintenance,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.27,926.97,966.37,Devon Sato,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1048.51,1048.51,0
WO-2026-03901,2026-04-06,completed,routine,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.14,965.46,873.81,Devon Sato,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,904.39,904.39,5
WO-2026-03902,2026-02-27,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",2.44,982.47,1071.69,Ethan Patel,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1162.78,1162.78,5
WO-2026-03903,2026-05-17,completed,emergency,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.01,654.84,708.67,Devon Sato,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,768.91,450.85,3
WO-2026-03904,2026-08-20,scheduled,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",1.05,294.28,0,Devon Sato,Customer 0222,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03905,2026-04-28,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.01,119.61,129.58,Nadia Murphy,Customer 0172,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,140.59,140.59,0
WO-2026-03906,2026-05-11,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.26,461.54,486.29,Marcus Brooks,Customer 0172,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,527.62,527.62,4
WO-2026-03907,2026-05-11,completed,emergency,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",5.09,825.62,763.51,Nadia Haddad,Customer 0172,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,828.41,182.04,5
WO-2026-03908,2026-05-17,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",4.57,601.81,543.15,Ravi Brooks,Customer 0172,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,589.32,589.32,0
WO-2026-03909,2026-08-07,completed,scheduled_maintenance,Panel upgrade,"Scheduled panel upgrade visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.96,1063.78,1082.54,Sofia Novak,Customer 0172,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1174.56,1174.56,0
WO-2026-03910,2026-02-03,completed,routine,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",1.41,270.02,302.4,Ravi Brooks,Customer 0216,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,328.1,328.1,4
WO-2026-03911,2026-08-28,scheduled,emergency,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.5,292.32,0,Devon Sato,Customer 0216,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03912,2026-06-07,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.84,105.94,118.31,Fatima Kim,Customer 0216,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,128.37,128.37,5
WO-2026-03913,2026-02-17,completed,scheduled_maintenance,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.21,951.31,1005.57,Maria Ferreira,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1091.04,1091.04,0
WO-2026-03914,2026-05-12,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",4.05,413.8,437.63,Sofia Novak,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,474.83,474.83,5
WO-2026-03915,2026-02-17,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.83,154.59,177.29,Fatima Sato,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,192.36,192.36,4
WO-2026-03916,2026-06-04,completed,routine,Furnace repair,"Customer requested furnace repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.64,854.4,840.57,Fatima Sato,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,912.02,912.02,3
WO-2026-03917,2026-04-13,completed,scheduled_maintenance,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",5.56,802.49,824.73,Ravi Sato,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,894.83,894.83,0
WO-2026-03918,2026-07-26,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.62,756.8,798.9,Ravi Brooks,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,866.81,866.81,4
WO-2026-03919,2026-03-19,completed,emergency,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",4.67,566.25,568.8,James Patel,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,617.15,617.15,5
WO-2026-03920,2026-07-10,completed,scheduled_maintenance,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.53,679.85,650,Ethan Nguyen,Customer 0154,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,705.25,705.25,3
WO-2026-03921,2026-07-30,completed,routine,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.29,542.78,622.05,Marcus Brooks,Customer 0223,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,674.92,674.92,0
WO-2026-03922,2026-07-11,completed,scheduled_maintenance,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.87,568.12,631.58,Sofia Chen,Customer 0223,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,685.26,685.26,0
WO-2026-03923,2026-08-26,scheduled,routine,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.72,663.03,0,Ravi Brooks,Customer 0223,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03924,2026-07-18,completed,scheduled_maintenance,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.64,1098.73,1168.1,Ravi Sato,Customer 0223,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1267.39,1267.39,4
WO-2026-03925,2026-02-06,completed,scheduled_maintenance,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.06,315.77,342.74,Priya Haddad,Customer 0224,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,354.73,354.73,3
WO-2026-03926,2026-08-18,completed,routine,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.8,509.01,496.65,Chloe Murphy,Customer 0224,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,538.87,538.87,3
WO-2026-03927,2026-02-20,completed,emergency,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.6,510.26,486.57,Marcus Brooks,Customer 0224,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,527.93,527.93,5
WO-2026-03928,2026-02-19,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.19,755.5,773.9,Priya Haddad,Customer 0224,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,839.68,496.01,5
WO-2026-03929,2026-06-12,completed,routine,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.24,277.67,297.75,Priya Haddad,Customer 0224,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,323.06,323.06,0
WO-2026-03930,2026-02-14,completed,routine,Panel upgrade,"Scheduled panel upgrade visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.65,533.65,542.53,Ethan Patel,Customer 0224,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,588.65,588.65,0
WO-2026-03931,2026-01-31,completed,routine,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.55,270.22,264.57,Chloe Murphy,Customer 0224,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,287.06,287.06,0
WO-2026-03932,2026-07-21,completed,routine,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.03,294.15,285.02,Ethan Nguyen,Customer 0058,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,295,295,0
WO-2026-03933,2026-06-17,completed,routine,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.86,592.83,545.45,Nadia Dubois,Customer 0058,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,591.81,591.81,4
WO-2026-03934,2026-04-11,completed,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.12,1039.65,992.26,Ethan Patel,Customer 0058,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1076.6,1076.6,5
WO-2026-03935,2026-05-21,completed,scheduled_maintenance,Panel upgrade,"Scheduled panel upgrade visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",5.17,132.74,143.97,Ravi Brooks,Customer 0058,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,156.21,43.21,5
WO-2026-03936,2026-04-14,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.78,903.65,948.66,Devon Sato,Customer 0188,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,1029.3,398.32,3
WO-2026-03937,2026-07-14,completed,routine,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",5.17,767.34,869.33,Sofia Novak,Customer 0188,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,943.22,943.22,0
